qseqid	sseqid	identity	length	mismatch	gaps	qstart	qend	sstart	send	evalue	bitscore	sscinames
AXCL01004050.1	UniRef50_A0A3Q0JF84	100	57	0	0	1	171	2300	2356	1.70E-23	115.5	UniRef50_A0A3Q0JF84 LOW QUALITY PROTEIN: uncharacterized protein LOC103519968 n=6 Tax=Eukaryota TaxID=2759 RepID=A0A3Q0JF84_DIACI
AXCL01004050.1	UniRef50_P62975	100	57	0	0	1	171	20	76	1.70E-23	115.5	UniRef50_P62975 Ubiquitin n=67 Tax=root TaxID=1 RepID=UBIQ_RABIT
AXCL01004050.1	UniRef50_A0A8J6L7V4	100	57	0	0	1	171	20	76	1.70E-23	115.5	UniRef50_A0A8J6L7V4 Ubiquitin-ribosomal protein eL40 fusion protein n=2 Tax=Protostomia TaxID=33317 RepID=A0A8J6L7V4_TENMO
AXCL01004050.1	UniRef50_P62972	100	57	0	0	1	171	111	167	1.70E-23	115.5	UniRef50_P62972 Polyubiquitin (Fragment) n=258 Tax=cellular organisms TaxID=131567 RepID=UBIQP_XENLA
AXCL01004050.1	UniRef50_A0A803J2T3	100	57	0	0	1	171	932	988	1.70E-23	115.5	UniRef50_A0A803J2T3 Ubiquitin-like domain-containing protein n=29 Tax=Bilateria TaxID=33213 RepID=A0A803J2T3_XENTR
AXCM01021289.1	UniRef50_UPI0020FFD448	95.3	232	11	0	79	774	32	263	1.40E-117	430.3	UniRef50_UPI0020FFD448 polyubiquitin-B-like n=2 Tax=Bilateria TaxID=33213 RepID=UPI0020FFD448
AXCM01021289.1	UniRef50_Q7PUQ6	96.5	228	8	0	79	762	1	228	5.40E-117	428.3	UniRef50_Q7PUQ6 AGAP001970-PA n=18 Tax=cellular organisms TaxID=131567 RepID=Q7PUQ6_ANOGA
AXCM01021289.1	UniRef50_A0A182UDV6	96.1	228	9	0	79	762	293	520	1.20E-116	427.2	UniRef50_A0A182UDV6 Ubiquitin-like domain-containing protein n=1 Tax=Anopheles melas TaxID=34690 RepID=A0A182UDV6_9DIPT
AXCM01021289.1	UniRef50_UPI00237C199B	94.7	228	12	0	79	762	1	228	4.60E-116	425.2	UniRef50_UPI00237C199B LOW QUALITY PROTEIN: uncharacterized protein LOC128731526 n=1 Tax=Anopheles nili TaxID=185578 RepID=UPI00237C199B
AXCM01021289.1	UniRef50_A0A084VHL4	81.7	241	35	1	79	774	1	241	1.20E-103	384	UniRef50_A0A084VHL4 Ubiquitin-like domain-containing protein n=8 Tax=Eukaryota TaxID=2759 RepID=A0A084VHL4_ANOSI
JXXA01005408.1	UniRef50_A0A4Y7NKT8	98.7	79	1	0	10	246	284	362	1.70E-35	156	UniRef50_A0A4Y7NKT8 Ribosome biogenesis protein NSA2 homolog n=73 Tax=Eukaryota TaxID=2759 RepID=A0A4Y7NKT8_9CRUS
JXXA01005408.1	UniRef50_A0A7L2G2F6	98.7	79	1	0	7	243	8	86	1.70E-35	156	UniRef50_A0A7L2G2F6 UBIQP protein (Fragment) n=6 Tax=Euteleostomi TaxID=117571 RepID=A0A7L2G2F6_NYCGR
JXXA01005408.1	UniRef50_A0A433SXW3	96.3	81	3	0	1	243	10	90	1.70E-35	156	UniRef50_A0A433SXW3 Ubiquitin-ribosomal protein eL40 fusion protein (Fragment) n=4 Tax=cellular organisms TaxID=131567 RepID=A0A433SXW3_ELYCH
JXXA01005408.1	UniRef50_A0A091V1F5	98.7	79	1	0	7	243	8	86	1.70E-35	156	UniRef50_A0A091V1F5 Ubiquitin-40S ribosomal protein S27a (Fragment) n=10 Tax=root TaxID=1 RepID=A0A091V1F5_NIPNI
JXXA01005408.1	UniRef50_A0A212FHW0	100	78	0	0	13	246	253	330	3.70E-35	154.8	UniRef50_A0A212FHW0 Ribosome biogenesis protein NSA2 homolog n=15 Tax=Protostomia TaxID=33317 RepID=A0A212FHW0_DANPL
JXXB01040490.1	UniRef50_Q7PUN2	92.1	214	8	1	1	642	67	271	7.00E-102	377.9	UniRef50_Q7PUN2 AGAP001969-PA n=20 Tax=Eukaryota TaxID=2759 RepID=Q7PUN2_ANOGA
JXXB01040490.1	UniRef50_UPI0020FFD448	96.9	195	6	0	58	642	108	302	1.90E-99	369.8	UniRef50_UPI0020FFD448 polyubiquitin-B-like n=2 Tax=Bilateria TaxID=33213 RepID=UPI0020FFD448
JXXB01040490.1	UniRef50_UPI00237C199B	87	200	21	1	58	642	77	276	1.20E-90	340.5	UniRef50_UPI00237C199B LOW QUALITY PROTEIN: uncharacterized protein LOC128731526 n=1 Tax=Anopheles nili TaxID=185578 RepID=UPI00237C199B
JXXB01040490.1	UniRef50_A0A182UDV6	80	205	41	0	28	642	283	487	2.70E-85	322.8	UniRef50_A0A182UDV6 Ubiquitin-like domain-containing protein n=1 Tax=Anopheles melas TaxID=34690 RepID=A0A182UDV6_9DIPT
JXXB01040490.1	UniRef50_Q7PUQ6	83.6	195	32	0	58	642	1	195	1.30E-84	320.5	UniRef50_Q7PUQ6 AGAP001970-PA n=18 Tax=cellular organisms TaxID=131567 RepID=Q7PUQ6_ANOGA
ABKP02026452.1	UniRef50_Q7PUN2	100	156	0	0	52	519	153	308	3.00E-79	302.4	UniRef50_Q7PUN2 AGAP001969-PA n=20 Tax=Eukaryota TaxID=2759 RepID=Q7PUN2_ANOGA
ABKP02026452.1	UniRef50_UPI00237C199B	89.9	168	16	1	16	519	66	232	8.20E-77	294.3	UniRef50_UPI00237C199B LOW QUALITY PROTEIN: uncharacterized protein LOC128731526 n=1 Tax=Anopheles nili TaxID=185578 RepID=UPI00237C199B
ABKP02026452.1	UniRef50_UPI0020FFD448	89.2	167	17	1	16	516	97	262	5.30E-76	291.6	UniRef50_UPI0020FFD448 polyubiquitin-B-like n=2 Tax=Bilateria TaxID=33213 RepID=UPI0020FFD448
ABKP02026452.1	UniRef50_A0A182UDV6	90.2	164	15	1	16	507	358	520	5.90E-75	288.1	UniRef50_A0A182UDV6 Ubiquitin-like domain-containing protein n=1 Tax=Anopheles melas TaxID=34690 RepID=A0A182UDV6_9DIPT
ABKP02026452.1	UniRef50_Q7PUQ6	90.2	164	15	1	16	507	66	228	5.90E-75	288.1	UniRef50_Q7PUQ6 AGAP001970-PA n=18 Tax=cellular organisms TaxID=131567 RepID=Q7PUQ6_ANOGA
ALPR02000154.1	UniRef50_A0A8C4BG07	98.3	236	4	0	7	714	8	243	1.20E-123	450.3	UniRef50_A0A8C4BG07 Ubiquitin-like domain-containing protein n=7 Tax=Bilateria TaxID=33213 RepID=A0A8C4BG07_9TELE
ALPR02000154.1	UniRef50_A0A3P9ME82	98.3	234	4	0	13	714	487	720	2.10E-123	449.5	UniRef50_A0A3P9ME82 Ubiquitin B n=17 Tax=Bilateria TaxID=33213 RepID=A0A3P9ME82_ORYLA
ALPR02000154.1	UniRef50_A0A3P9JTM9	98.7	233	3	0	13	711	546	778	2.80E-123	449.1	UniRef50_A0A3P9JTM9 Ubiquitin B n=1 Tax=Oryzias latipes TaxID=8090 RepID=A0A3P9JTM9_ORYLA
ALPR02000154.1	UniRef50_A0A8C9Y6K9	96.2	238	9	0	1	714	47	284	2.80E-123	449.1	UniRef50_A0A8C9Y6K9 Ubiquitin B n=3 Tax=Euteleostomi TaxID=117571 RepID=A0A8C9Y6K9_SANLU
ALPR02000154.1	UniRef50_UPI001301BD06	97.5	236	6	0	7	714	3	238	4.70E-123	448.4	UniRef50_UPI001301BD06 polyubiquitin-C isoform X1 n=6 Tax=Bilateria TaxID=33213 RepID=UPI001301BD06
APCH01001301.1	UniRef50_A0A8S3WMF9	68.3	126	30	1	22	399	52	167	6.40E-37	161.4	UniRef50_A0A8S3WMF9 (apollo) hypothetical protein n=5 Tax=Endopterygota TaxID=33392 RepID=A0A8S3WMF9_PARAO
APCH01001301.1	UniRef50_A0A8C4BG07	83.8	99	15	0	107	399	3	100	3.20E-36	159.1	UniRef50_A0A8C4BG07 Ubiquitin-like domain-containing protein n=7 Tax=Bilateria TaxID=33213 RepID=A0A8C4BG07_9TELE
APCH01001301.1	UniRef50_A0A653D7M7	74.8	111	25	1	76	399	69	179	4.10E-36	158.7	UniRef50_A0A653D7M7 Ubiquitin-like domain-containing protein n=3 Tax=Bilateria TaxID=33213 RepID=A0A653D7M7_CALMS
APCH01001301.1	UniRef50_A0A183N2T0	71.4	119	34	0	43	399	183	301	5.40E-36	158.3	UniRef50_A0A183N2T0 Ubiquitin-like domain-containing protein n=2 Tax=Schistosoma margrebowiei TaxID=48269 RepID=A0A183N2T0_9TREM
APCH01001301.1	UniRef50_A0A3M0KHF6	87.9	91	11	0	127	399	12	102	9.20E-36	157.5	UniRef50_A0A3M0KHF6 Ubiquitin-like domain-containing protein n=18 Tax=Bilateria TaxID=33213 RepID=A0A3M0KHF6_HIRRU
APCI01004777.1	UniRef50_A0A182JF92	98.8	320	4	0	1	960	579	898	7.60E-177	627.5	UniRef50_A0A182JF92 RNA helicase n=4 Tax=Endopterygota TaxID=33392 RepID=A0A182JF92_ANOAO
APCI01004777.1	UniRef50_A0A1J1IPW0	94.1	320	19	0	1	960	1135	1454	6.90E-170	604.4	UniRef50_A0A1J1IPW0 RNA helicase n=1 Tax=Clunio marinus TaxID=568069 RepID=A0A1J1IPW0_9DIPT
APCI01004777.1	UniRef50_Q7K3M5	90	320	32	0	1	960	97	416	1.90E-164	586.3	UniRef50_Q7K3M5 ATP-dependent RNA helicase DHX15 homolog n=243 Tax=Eukaryota TaxID=2759 RepID=DHX15_DROME
APCI01004777.1	UniRef50_A0A2W1BJW7	89.4	322	32	1	1	960	102	423	9.60E-164	583.9	UniRef50_A0A2W1BJW7 RNA helicase n=1 Tax=Helicoverpa armigera TaxID=29058 RepID=A0A2W1BJW7_HELAM
APCI01004777.1	UniRef50_A0A835L210	89.4	322	32	1	1	960	102	423	1.30E-163	583.6	UniRef50_A0A835L210 RNA helicase n=1 Tax=Spodoptera exigua TaxID=7107 RepID=A0A835L210_SPOEX
APCK01001626.1	UniRef50_A0A8C4BG07	94	84	5	0	4	255	8	91	2.60E-36	158.7	UniRef50_A0A8C4BG07 Ubiquitin-like domain-containing protein n=7 Tax=Bilateria TaxID=33213 RepID=A0A8C4BG07_9TELE
APCK01001626.1	UniRef50_A0A0V0XYQ9	94	84	5	0	4	255	54	137	1.00E-35	156.8	UniRef50_A0A0V0XYQ9 Ubiquitin-ribosomal protein eL40 fusion protein n=38 Tax=Trichinella TaxID=6333 RepID=A0A0V0XYQ9_TRIPS
APCK01001626.1	UniRef50_A0A1E1WLD9	92.9	84	6	0	4	255	22	105	1.00E-35	156.8	UniRef50_A0A1E1WLD9 Ubiquitin-like domain-containing protein n=1 Tax=Pectinophora gossypiella TaxID=13191 RepID=A0A1E1WLD9_PECGO
APCK01001626.1	UniRef50_A0A974I4D3	92.9	85	6	0	1	255	38	122	2.20E-35	155.6	UniRef50_A0A974I4D3 Ubiquitin-ribosomal protein eL40 fusion protein n=9 Tax=Tetrapoda TaxID=32523 RepID=A0A974I4D3_XENLA
APCK01001626.1	UniRef50_A0A4Y7NKT8	94	84	5	0	1	252	278	361	2.90E-35	155.2	UniRef50_A0A4Y7NKT8 Ribosome biogenesis protein NSA2 homolog n=73 Tax=Eukaryota TaxID=2759 RepID=A0A4Y7NKT8_9CRUS
AXCQ01001028.1	UniRef50_A0A8S3WMF9	89.9	89	9	0	61	327	79	167	9.90E-36	157.1	UniRef50_A0A8S3WMF9 (apollo) hypothetical protein n=5 Tax=Endopterygota TaxID=33392 RepID=A0A8S3WMF9_PARAO
AXCQ01001028.1	UniRef50_A0A8C4BG07	83.8	99	15	0	35	327	3	100	1.30E-35	156.8	UniRef50_A0A8C4BG07 Ubiquitin-like domain-containing protein n=7 Tax=Bilateria TaxID=33213 RepID=A0A8C4BG07_9TELE
AXCQ01001028.1	UniRef50_A0A9P0DVQ8	98.8	80	0	1	70	306	433	512	2.90E-35	155.6	UniRef50_A0A9P0DVQ8 Ubiquitin-like domain-containing protein n=1 Tax=Diabrotica balteata TaxID=107213 RepID=A0A9P0DVQ8_DIABA
AXCQ01001028.1	UniRef50_A0A653D7M7	74.8	111	25	1	4	327	69	179	3.80E-35	155.2	UniRef50_A0A653D7M7 Ubiquitin-like domain-containing protein n=3 Tax=Bilateria TaxID=33213 RepID=A0A653D7M7_CALMS
AXCQ01001028.1	UniRef50_A0A3M0KHF6	87.9	91	11	0	55	327	12	102	4.90E-35	154.8	UniRef50_A0A3M0KHF6 Ubiquitin-like domain-containing protein n=18 Tax=Bilateria TaxID=33213 RepID=A0A3M0KHF6_HIRRU
ABKP02009650.1	UniRef50_A0A9P0GVR3	100	219	0	0	1	657	253	471	7.90E-117	427.6	UniRef50_A0A9P0GVR3 Ubiquitin-like domain-containing protein n=74 Tax=Eukaryota TaxID=2759 RepID=A0A9P0GVR3_PHACE
ABKP02009650.1	UniRef50_A0A1E1WLD9	99.5	219	1	0	1	657	28	246	1.80E-116	426.4	UniRef50_A0A1E1WLD9 Ubiquitin-like domain-containing protein n=1 Tax=Pectinophora gossypiella TaxID=13191 RepID=A0A1E1WLD9_PECGO
ABKP02009650.1	UniRef50_A0A1I8MA06	99.5	219	1	0	1	657	17	235	1.80E-116	426.4	UniRef50_A0A1I8MA06 Ubiquitin-like domain-containing protein n=5 Tax=Bilateria TaxID=33213 RepID=A0A1I8MA06_MUSDO
ABKP02009650.1	UniRef50_A0A6J2NC17	99.5	219	1	0	1	657	36	254	1.80E-116	426.4	UniRef50_A0A6J2NC17 Polyubiquitin-B isoform X1 n=6 Tax=Euteleostomi TaxID=117571 RepID=A0A6J2NC17_9CHIR
ABKP02009650.1	UniRef50_UPI001C03C823	99.5	219	1	0	1	657	101	319	1.80E-116	426.4	UniRef50_UPI001C03C823 polyubiquitin-C isoform X1 n=4 Tax=Passeriformes TaxID=9126 RepID=UPI001C03C823
AXCQ01003466.1	UniRef50_A0A6A4T6T4	100	87	0	0	1	261	1649	1735	1.60E-40	172.9	UniRef50_A0A6A4T6T4 Uncharacterized protein n=4 Tax=root TaxID=1 RepID=A0A6A4T6T4_SCOMX
AXCQ01003466.1	UniRef50_F7IUE6	100	87	0	0	1	261	979	1065	1.60E-40	172.9	UniRef50_F7IUE6 AGAP001971-PA n=11 Tax=Bilateria TaxID=33213 RepID=F7IUE6_ANOGA
AXCQ01003466.1	UniRef50_A0A4Y0BGR5	100	87	0	0	1	261	827	913	1.60E-40	172.9	UniRef50_A0A4Y0BGR5 Ubiquitin-like domain-containing protein n=7 Tax=Bilateria TaxID=33213 RepID=A0A4Y0BGR5_ANOFN
AXCQ01003466.1	UniRef50_Q17000	100	87	0	0	1	261	599	685	1.60E-40	172.9	UniRef50_Q17000 Polyubiquitin n=6 Tax=Bilateria TaxID=33213 RepID=Q17000_ARTSF
AXCQ01003466.1	UniRef50_A0A672M1Q0	100	87	0	0	1	261	599	685	1.60E-40	172.9	UniRef50_A0A672M1Q0 Polyubiquitin-C n=6 Tax=Eukaryota TaxID=2759 RepID=A0A672M1Q0_SINGR
ATLV01013177.1	UniRef50_A0A6J2NC17	98.7	156	2	0	55	522	33	188	8.00E-80	304.3	UniRef50_A0A6J2NC17 Polyubiquitin-B isoform X1 n=6 Tax=Euteleostomi TaxID=117571 RepID=A0A6J2NC17_9CHIR
ATLV01013177.1	UniRef50_UPI000A2B59EC	93.5	170	10	1	19	525	744	913	1.00E-79	303.9	UniRef50_UPI000A2B59EC polyubiquitin-C n=1 Tax=Sus scrofa TaxID=9823 RepID=UPI000A2B59EC
ATLV01013177.1	UniRef50_A0A2C9F3G2	93.5	170	10	1	19	525	668	837	1.00E-79	303.9	UniRef50_A0A2C9F3G2 Ubiquitin C n=10 Tax=Bilateria TaxID=33213 RepID=A0A2C9F3G2_PIG
ATLV01013177.1	UniRef50_A0A5G2QDJ2	93.5	170	10	1	19	525	668	837	1.00E-79	303.9	UniRef50_A0A5G2QDJ2 Ubiquitin C n=5 Tax=Laurasiatheria TaxID=314145 RepID=A0A5G2QDJ2_PIG
ATLV01013177.1	UniRef50_A0A8J9URQ5	93.5	170	10	1	19	525	668	837	1.00E-79	303.9	UniRef50_A0A8J9URQ5 Ubiquitin-like domain-containing protein (Fragment) n=3 Tax=Endopterygota TaxID=33392 RepID=A0A8J9URQ5_9NEOP
AXCK02017681.1	UniRef50_A0A087RB55	98.3	58	1	0	7	180	5	62	2.40E-23	115.2	UniRef50_A0A087RB55 Ubiquitin-40S ribosomal protein S27a (Fragment) n=6 Tax=root TaxID=1 RepID=A0A087RB55_APTFO
AXCK02017681.1	UniRef50_A0A0V0Z8L6	95	60	3	0	1	180	8	67	3.10E-23	114.8	UniRef50_A0A0V0Z8L6 Polyubiquitin-B n=35 Tax=Trichinella TaxID=6333 RepID=A0A0V0Z8L6_9BILA
AXCK02017681.1	UniRef50_A0A8S3WMF9	96.6	59	2	0	4	180	79	137	3.10E-23	114.8	UniRef50_A0A8S3WMF9 (apollo) hypothetical protein n=5 Tax=Endopterygota TaxID=33392 RepID=A0A8S3WMF9_PARAO
AXCK02017681.1	UniRef50_A0A9P0GVR3	100	57	0	0	10	180	253	309	4.00E-23	114.4	UniRef50_A0A9P0GVR3 Ubiquitin-like domain-containing protein n=74 Tax=Eukaryota TaxID=2759 RepID=A0A9P0GVR3_PHACE
AXCK02017681.1	UniRef50_A0A4Y7NKT8	100	57	0	0	10	180	285	341	4.00E-23	114.4	UniRef50_A0A4Y7NKT8 Ribosome biogenesis protein NSA2 homolog n=73 Tax=Eukaryota TaxID=2759 RepID=A0A4Y7NKT8_9CRUS
AXCM01000146.1	UniRef50_A0A7L2G2F6	92.6	94	7	0	13	294	3	96	4.10E-41	174.9	UniRef50_A0A7L2G2F6 UBIQP protein (Fragment) n=6 Tax=Euteleostomi TaxID=117571 RepID=A0A7L2G2F6_NYCGR
AXCM01000146.1	UniRef50_A0A3Q3W4D2	92.9	98	5	1	7	294	4	101	7.00E-41	174.1	UniRef50_A0A3Q3W4D2 Ubiquitin-like domain-containing protein n=4 Tax=Bilateria TaxID=33213 RepID=A0A3Q3W4D2_MOLML
AXCM01000146.1	UniRef50_A0A1V4K2F8	97.8	89	2	0	28	294	76	164	9.20E-41	173.7	UniRef50_A0A1V4K2F8 Polyubiquitin-C isoform A n=2 Tax=Patagioenas fasciata monilis TaxID=372326 RepID=A0A1V4K2F8_PATFA
AXCM01000146.1	UniRef50_A0A834M3S7	98.9	88	1	0	31	294	58	145	9.20E-41	173.7	UniRef50_A0A834M3S7 Ubiquitin-like domain-containing protein n=8 Tax=Bilateria TaxID=33213 RepID=A0A834M3S7_RHYFE
AXCM01000146.1	UniRef50_A0A1E1WLD9	93.6	94	6	0	13	294	21	114	1.60E-40	172.9	UniRef50_A0A1E1WLD9 Ubiquitin-like domain-containing protein n=1 Tax=Pectinophora gossypiella TaxID=13191 RepID=A0A1E1WLD9_PECGO
AXCN01001769.1	UniRef50_A0A3Q0JF84	97.2	72	2	0	1	216	2289	2360	1.80E-30	139	UniRef50_A0A3Q0JF84 LOW QUALITY PROTEIN: uncharacterized protein LOC103519968 n=6 Tax=Eukaryota TaxID=2759 RepID=A0A3Q0JF84_DIACI
AXCN01001769.1	UniRef50_P62972	97.2	72	2	0	1	216	24	95	1.80E-30	139	UniRef50_P62972 Polyubiquitin (Fragment) n=258 Tax=cellular organisms TaxID=131567 RepID=UBIQP_XENLA
AXCN01001769.1	UniRef50_A0A803J2T3	97.2	72	2	0	1	216	921	992	1.80E-30	139	UniRef50_A0A803J2T3 Ubiquitin-like domain-containing protein n=29 Tax=Bilateria TaxID=33213 RepID=A0A803J2T3_XENTR
AXCN01001769.1	UniRef50_UPI00237C199B	97.2	72	2	0	1	216	1914	1985	1.80E-30	139	UniRef50_UPI00237C199B LOW QUALITY PROTEIN: uncharacterized protein LOC128731526 n=1 Tax=Anopheles nili TaxID=185578 RepID=UPI00237C199B
AXCN01001769.1	UniRef50_Q17E99	97.2	72	2	0	1	216	617	688	1.80E-30	139	UniRef50_Q17E99 AAEL003877-PA n=72 Tax=Eukaryota TaxID=2759 RepID=Q17E99_AEDAE
AXCN01001769.1	UniRef50_A0A673BED4	65.7	382	125	2	28	1170	325	701	8.80E-127	461.5	UniRef50_A0A673BED4 Ubiquitin B n=5 Tax=Bilateria TaxID=33213 RepID=A0A673BED4_9TELE
AXCN01001769.1	UniRef50_UPI00237C199B	65.7	382	121	2	28	1170	846	1218	1.50E-126	460.7	UniRef50_UPI00237C199B LOW QUALITY PROTEIN: uncharacterized protein LOC128731526 n=1 Tax=Anopheles nili TaxID=185578 RepID=UPI00237C199B
AXCN01001769.1	UniRef50_A0A1I8MA06	64.5	392	127	3	4	1170	12	394	1.50E-126	460.7	UniRef50_A0A1I8MA06 Ubiquitin-like domain-containing protein n=5 Tax=Bilateria TaxID=33213 RepID=A0A1I8MA06_MUSDO
AXCN01001769.1	UniRef50_A0A1S4EHZ1	65.4	382	122	2	28	1170	5	377	1.50E-126	460.7	UniRef50_A0A1S4EHZ1 Polyubiquitin-B isoform X1 n=3 Tax=Neoptera TaxID=33340 RepID=A0A1S4EHZ1_DIACI
AXCN01001769.1	UniRef50_UPI0024BEDB20	65.7	382	121	2	28	1170	385	757	2.00E-126	460.3	UniRef50_UPI0024BEDB20 polyubiquitin-B isoform X2 n=1 Tax=Pseudoliparis swirei TaxID=2059687 RepID=UPI0024BEDB20
AXCP01002711.1	UniRef50_UPI0020FFD448	96.5	231	8	0	4	696	29	259	8.90E-119	434.1	UniRef50_UPI0020FFD448 polyubiquitin-B-like n=2 Tax=Bilateria TaxID=33213 RepID=UPI0020FFD448
AXCP01002711.1	UniRef50_A0A182UDV6	96.1	231	9	0	4	696	290	520	2.00E-118	433	UniRef50_A0A182UDV6 Ubiquitin-like domain-containing protein n=1 Tax=Anopheles melas TaxID=34690 RepID=A0A182UDV6_9DIPT
AXCP01002711.1	UniRef50_Q7PUQ6	97.4	228	6	0	13	696	1	228	2.00E-118	433	UniRef50_Q7PUQ6 AGAP001970-PA n=18 Tax=cellular organisms TaxID=131567 RepID=Q7PUQ6_ANOGA
AXCP01002711.1	UniRef50_UPI00237C199B	96.1	228	9	0	13	696	1	228	2.60E-118	432.6	UniRef50_UPI00237C199B LOW QUALITY PROTEIN: uncharacterized protein LOC128731526 n=1 Tax=Anopheles nili TaxID=185578 RepID=UPI00237C199B
AXCP01002711.1	UniRef50_Q7PUN2	86.8	228	30	0	13	696	77	304	5.60E-105	388.3	UniRef50_Q7PUN2 AGAP001969-PA n=20 Tax=Eukaryota TaxID=2759 RepID=Q7PUN2_ANOGA
AXCP01002711.1	UniRef50_Q7PUN2	98.3	119	2	0	76	432	1	119	6.00E-57	228	UniRef50_Q7PUN2 AGAP001969-PA n=20 Tax=Eukaryota TaxID=2759 RepID=Q7PUN2_ANOGA
AXCP01002711.1	UniRef50_UPI00237C199B	96.6	119	4	0	76	432	77	195	1.80E-56	226.5	UniRef50_UPI00237C199B LOW QUALITY PROTEIN: uncharacterized protein LOC128731526 n=1 Tax=Anopheles nili TaxID=185578 RepID=UPI00237C199B
AXCP01002711.1	UniRef50_UPI0020FFD448	95.8	119	5	0	76	432	184	302	1.50E-55	223.4	UniRef50_UPI0020FFD448 polyubiquitin-B-like n=2 Tax=Bilateria TaxID=33213 RepID=UPI0020FFD448
AXCP01002711.1	UniRef50_A0A182UDV6	95	119	6	0	76	432	369	487	1.90E-55	223	UniRef50_A0A182UDV6 Ubiquitin-like domain-containing protein n=1 Tax=Anopheles melas TaxID=34690 RepID=A0A182UDV6_9DIPT
AXCP01002711.1	UniRef50_Q7PUQ6	95	119	6	0	76	432	77	195	1.90E-55	223	UniRef50_Q7PUQ6 AGAP001970-PA n=18 Tax=cellular organisms TaxID=131567 RepID=Q7PUQ6_ANOGA
JXXA01004173.1	UniRef50_Q7PUN2	99	296	3	0	13	900	1	296	6.00E-160	571.2	UniRef50_Q7PUN2 AGAP001969-PA n=20 Tax=Eukaryota TaxID=2759 RepID=Q7PUN2_ANOGA
JXXA01004173.1	UniRef50_UPI0020FFD448	88.2	296	35	0	13	900	32	327	3.70E-141	508.8	UniRef50_UPI0020FFD448 polyubiquitin-B-like n=2 Tax=Bilateria TaxID=33213 RepID=UPI0020FFD448
JXXA01004173.1	UniRef50_UPI00237C199B	80.4	301	54	1	13	900	77	377	1.50E-131	476.9	UniRef50_UPI00237C199B LOW QUALITY PROTEIN: uncharacterized protein LOC128731526 n=1 Tax=Anopheles nili TaxID=185578 RepID=UPI00237C199B
JXXA01004173.1	UniRef50_A0A084VHL4	71.1	305	79	1	13	900	1	305	8.30E-117	427.9	UniRef50_A0A084VHL4 Ubiquitin-like domain-containing protein n=8 Tax=Eukaryota TaxID=2759 RepID=A0A084VHL4_ANOSI
JXXA01004173.1	UniRef50_UPI00273CEA08	69.7	297	89	1	13	900	77	373	2.20E-114	419.9	UniRef50_UPI00273CEA08 LOW QUALITY PROTEIN: polyubiquitin-C-like n=1 Tax=Topomyia yanbarensis TaxID=2498891 RepID=UPI00273CEA08
JXXB01020716.1	UniRef50_A0A7L2G2F6	98.2	56	1	0	1	168	8	63	2.40E-22	111.7	UniRef50_A0A7L2G2F6 UBIQP protein (Fragment) n=6 Tax=Euteleostomi TaxID=117571 RepID=A0A7L2G2F6_NYCGR
JXXB01020716.1	UniRef50_A0A091V1F5	98.2	56	1	0	1	168	8	63	2.40E-22	111.7	UniRef50_A0A091V1F5 Ubiquitin-40S ribosomal protein S27a (Fragment) n=10 Tax=root TaxID=1 RepID=A0A091V1F5_NIPNI
JXXB01020716.1	UniRef50_A0A433SXW3	100	55	0	0	4	168	13	67	3.20E-22	111.3	UniRef50_A0A433SXW3 Ubiquitin-ribosomal protein eL40 fusion protein (Fragment) n=4 Tax=cellular organisms TaxID=131567 RepID=A0A433SXW3_ELYCH
JXXB01020716.1	UniRef50_A0A8J2JGE6	98.2	55	1	0	4	168	62	116	7.10E-22	110.2	UniRef50_A0A8J2JGE6 Uncharacterized protein n=1 Tax=Allacma fusca TaxID=39272 RepID=A0A8J2JGE6_9HEXA
JXXB01020716.1	UniRef50_A0A4Y7NKT8	98.2	55	1	0	4	168	284	338	7.10E-22	110.2	UniRef50_A0A4Y7NKT8 Ribosome biogenesis protein NSA2 homolog n=73 Tax=Eukaryota TaxID=2759 RepID=A0A4Y7NKT8_9CRUS
AXCK02010841.1	UniRef50_A0A8D1CWH3	96.4	83	3	0	4	252	165	247	1.80E-37	162.5	UniRef50_A0A8D1CWH3 Ubiquitin-like domain-containing protein n=3 Tax=Sus scrofa TaxID=9823 RepID=A0A8D1CWH3_PIG
AXCK02010841.1	UniRef50_A0A8D1LAQ9	94	83	5	0	4	252	235	317	1.50E-36	159.5	UniRef50_A0A8D1LAQ9 Ubiquitin-like domain-containing protein n=2 Tax=Sus scrofa TaxID=9823 RepID=A0A8D1LAQ9_PIG
AXCK02010841.1	UniRef50_A0A0V0Z8L6	98.7	79	1	0	16	252	9	87	9.90E-36	156.8	UniRef50_A0A0V0Z8L6 Polyubiquitin-B n=35 Tax=Trichinella TaxID=6333 RepID=A0A0V0Z8L6_9BILA
AXCK02010841.1	UniRef50_A0A1E1WLD9	96.3	81	3	0	10	252	24	104	1.30E-35	156.4	UniRef50_A0A1E1WLD9 Ubiquitin-like domain-containing protein n=1 Tax=Pectinophora gossypiella TaxID=13191 RepID=A0A1E1WLD9_PECGO
AXCK02010841.1	UniRef50_A0A8I3QYD0	95.1	82	4	0	7	252	233	314	1.70E-35	156	UniRef50_A0A8I3QYD0 Ubiquitin-like domain-containing protein n=2 Tax=Canis lupus familiaris TaxID=9615 RepID=A0A8I3QYD0_CANLF
