qseqid	qtart	qend	sseqid	bitscore	Orientation	identity	length	mismatches	gaps	sstart	send	evalue	ssciname	database	taxid	viral_lineage																
ACYM01118643.1_10523-11764:+	0	1242	WAK97195.1	294	#ERROR!	39.1	422	201	8	25	399	9.99E-96	WAK97195.1 acc|GENBANK|WAK97195.1|GENBANK|OM489399|putative coat protein [Dichroa partitivirus 2] acc=WAK97195.1 taxid=2999082 VDB	2999082 k__Viruses;K__Orthornavirae;p__Pisuviricota;c__Duplopiviricetes;o__Durnavirales;f__Partitiviridae;g__unclassified Partitiviridae genus;s__Dichroa partitivirus 2																		
ACYM01118643.1_10523-11764:+	0	1224	BDX29427.1	276	#ERROR!	39.4	416	194	8	25	391	7.55E-89	BDX29427.1 acc|GENBANK|BDX29427.1|GENBANK|LC746760|coat protein [Vitis cryptic virus] acc=BDX29427.1 taxid=2806514	VDB	2806514 k__Viruses;K__Orthornavirae;p__Pisuviricota;c__Duplopiviricetes;o__Durnavirales;f__Partitiviridae;g__unclassified Partitiviridae genus;s__Vitis cryptic virus																	
ACYM01118643.1_10523-11764:+	3	1224	UniRef50_A0A2J6KA13	242	#ERROR!	37.3	418	202	7	13	382	2.34E-73	UniRef50_A0A2J6KA13 Coat protein n=3 Tax=Asteraceae TaxID=4210 RepID=A0A2J6KA13_LACSA	UDB	4210	k__Eukaryota;K__Viridiplantae;p__Streptophyta;c__Magnoliopsida;o__Asterales;f__Asteraceae;g__unclassified Asteraceae genus;s__unclassified Asteraceae species																
ACYM01118643.1_10523-11764:+	6	1020	QRG29194.1	240	#ERROR!	40.4	354	187	8	29	375	1.68E-74	QRG29194.1 acc|GENBANK|QRG29194.1|GENBANK|MT159308|putative CP [Dactylorhiza cryptic virus 3] acc=QRG29194.1 taxid=2809265	VDB	2809265 k__Viruses;K__Orthornavirae;p__Pisuviricota;c__Duplopiviricetes;o__Durnavirales;f__Partitiviridae;g__unclassified Partitiviridae genus;s__Dactylorhiza cryptic virus 3																	
ACYM01118643.1_10523-11764:+	6	1020	UniRef50_A0A890CBP5	240	#ERROR!	40.4	354	187	8	29	375	3.31E-72	UniRef50_A0A890CBP5 Putative CP n=1 Tax=Dactylorhiza cryptic virus 3 TaxID=2809265 RepID=A0A890CBP5_9VIRU	UDB	2809265 k__Viruses;K__Orthornavirae;p__Pisuviricota;c__Duplopiviricetes;o__Durnavirales;f__Partitiviridae;g__unclassified Partitiviridae genus;s__Dactylorhiza cryptic virus 3																	
ACYM01118643.1_10523-11764:+	78	837	UniRef50_A0A803Q9N0	233	#ERROR!	49.4	263	118	7	32	290	1.62E-70	UniRef50_A0A803Q9N0 Uncharacterized protein n=2 Tax=Cannabis sativa TaxID=3483 RepID=A0A803Q9N0_CANSA	UDB	3483	k__Eukaryota;K__Viridiplantae;p__Streptophyta;c__Magnoliopsida;o__Rosales;f__Cannabaceae;g__Cannabis;s__Cannabis sativa																
ACYM01118643.1_10523-11764:+	60	840	QLC27869.1	232	#ERROR!	44.4	270	137	6	47	314	1.50E-71	QLC27869.1 acc|GENBANK|QLC27869.1|GENBANK|MN378561|coat protein [Citrullus lanatus partitivirus] acc=QLC27869.1 taxid=2748924	VDB	2748924 k__Viruses;K__Orthornavirae;p__Pisuviricota;c__Duplopiviricetes;o__Durnavirales;f__Partitiviridae;g__unclassified Partitiviridae genus;s__Citrullus lanatus partitivirus																	
ACYM01118643.1_10523-11764:+	60	840	UniRef50_A0A7G3WJQ4	232	#ERROR!	44.4	270	137	6	47	314	2.96E-69	UniRef50_A0A7G3WJQ4 Coat protein n=3 Tax=unclassified Partitiviridae TaxID=37960 RepID=A0A7G3WJQ4_9VIRU UDB	37960	k__Viruses;K__Orthornavirae;p__Pisuviricota;c__Duplopiviricetes;o__Durnavirales;f__Partitiviridae;g__unclassified Partitiviridae genus;s__unclassified Partitiviridae species																	
ACYM01118643.1_10523-11764:+	6	864	WAK97201.1	229	#ERROR!	42.4	297	159	7	24	320	2.14E-70	WAK97201.1 acc|GENBANK|WAK97201.1|GENBANK|ON152705|coat protein [Polygonatum partitivirus 2] acc=WAK97201.1 taxid=2999083	VDB	2999083 k__Viruses;K__Orthornavirae;p__Pisuviricota;c__Duplopiviricetes;o__Durnavirales;f__Partitiviridae;g__unclassified Partitiviridae genus;s__Polygonatum partitivirus 2																	
ACYM01118643.1_10523-11764:+	6	1236	WEU67079.1	228	#ERROR!	36.9	417	209	8	29	399	7.73E-70	WEU67079.1 acc|GENBANK|WEU67079.1|GENBANK|OP168883|coat protein [Galphimia cryptic virus] acc=WEU67079.1 taxid=3036444 VDB	3036444 k__Viruses;K__unclassified Viruses kingdom;p__unclassified Viruses phylum;c__unclassified Viruses class;o__unclassified Viruses order;f__unclassified Viruses family;g__unclassified Viruses genus;s__Galphimia cryptic virus																		
ACYM01118643.1_10523-11764:+	6	1242	QED42881.1	226	#ERROR!	36	420	226	8	27	4.12E+02	2.90E-69	QED42881.1 acc|GENBANK|QED42881.1|GENBANK|MH898506|ORF1 [Panax cryptic virus 1] acc=QED42881.1 taxid=2593940	VDB	2593940 k__Viruses;K__Orthornavirae;p__Pisuviricota;c__Duplopiviricetes;o__Durnavirales;f__Partitiviridae;g__unclassified Partitiviridae genus;s__Panax cryptic virus 1																	
ACYM01118643.1_10523-11764:+	57	852	UniRef50_UPI00098E4301 	224	#ERROR!	43.9	271	145	4	77	347	1.46E-63	UniRef50_UPI00098E4301 uncharacterized protein LOC109837880 isoform X1 n=2 Tax=Asparagus officinalis TaxID=4686 RepID=UPI00098E4301	UDB	4686	k__Eukaryota;K__Viridiplantae;p__Streptophyta;c__Magnoliopsida;o__Asparagales;f__Asparagaceae;g__Asparagus;s__Asparagus officinalis																
ACYM01118643.1_10523-11764:+	6	825	QUS52689.1	220	#ERROR!	42	281	154	5	29	3.09E+02	5.95E-67	QUS52689.1 acc|GENBANK|QUS52689.1|GENBANK|MW588128|capsid protein [Mute swan feces associated partitiviridae 1] acc=QUS52689.1 taxid=2832152	VDB	2832152 k__Viruses;K__Orthornavirae;p__Pisuviricota;c__Duplopiviricetes;o__Durnavirales;f__Partitiviridae;g__unclassified Partitiviridae genus;s__Mute swan feces associated partitiviridae 1																	
ACYM01118643.1_10523-11764:+	78	1236	UniRef50_I4EPL9	215	#ERROR!	34.4	393	202	10	67	411	1.72E-62	UniRef50_I4EPL9 Coat protein n=4 Tax=Partitiviridae TaxID=11012 RepID=I4EPL9_9VIRU	UDB	11012	k__Viruses;K__Orthornavirae;p__Pisuviricota;c__Duplopiviricetes;o__Durnavirales;f__Partitiviridae;g__unclassified Partitiviridae genus;s__unclassified Partitiviridae species																
ACYM01118643.1_10523-11764:+	78	1236	YP_006390090.1	215	#ERROR!	34.4	393	202	10	67	411	8.71E-65	YP_006390090.1 acc|REFSEQ|YP_006390090.1|REFSEQ|NC_017988|coat protein [Persimmon cryptic virus] acc=YP_006390090.1 taxid=1183241	VDB	1183241 k__Viruses;K__Orthornavirae;p__Pisuviricota;c__Duplopiviricetes;o__Durnavirales;f__Partitiviridae;g__unclassified Partitiviridae genus;s__Persimmon cryptic virus																	
gi|323818332|emb|CACM01011995.1|_40-1302:-	0	1263	UniRef50_A0A420HMS3	523	#ERROR!	59.1	421	172	0	10	431	7.61E-172	UniRef50_A0A420HMS3 RNA-directed RNA polymerase L n=1 Tax=Golovinomyces cichoracearum TaxID=62708 RepID=A0A420HMS3_9PEZI	UDB	62708	k__Eukaryota;K__Fungi;p__Ascomycota;c__Leotiomycetes;o__Erysiphales;f__Erysiphaceae;g__Golovinomyces;s__Golovinomyces cichoracearum																
gi|323818332|emb|CACM01011995.1|_40-1302:-	213	1036	UniRef50_A0A420HJV3	264	#ERROR!	53.1	275	109	1	0	255	1.91E-83	UniRef50_A0A420HJV3 Uncharacterized protein (Fragment) n=1 Tax=Golovinomyces cichoracearum TaxID=62708 RepID=A0A420HJV3_9PEZI	UDB	62708	k__Eukaryota;K__Fungi;p__Ascomycota;c__Leotiomycetes;o__Erysiphales;f__Erysiphaceae;g__Golovinomyces;s__Golovinomyces cichoracearum																
gi|323818332|emb|CACM01011995.1|_40-1302:-	0	1263	UniRef50_A0A1L3KMM2	237	#ERROR!	32.7	431	270	5	5	4.26E+02	8.43E-66	UniRef50_A0A1L3KMM2 RNA-directed RNA polymerase L n=2 Tax=Hubramonavirus TaxID=2733241 RepID=A0A1L3KMM2_9MONO	UDB	2733241 k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Mymonaviridae;g__Hubramonavirus;s__unclassified Hubramonavirus species																	
gi|323818332|emb|CACM01011995.1|_40-1302:-	0	1263	YP_009336595.1	237	#ERROR!	32.7	431	270	5	5	426	4.28E-68	YP_009336595.1 acc|REFSEQ|YP_009336595.1|REFSEQ|NC_032783|RNA-dependent RNA polymerase [Hubei rhabdo-like virus 4] acc=YP_009336595.1 taxid=1923188	VDB	1923188 k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Mymonaviridae;g__Hubramonavirus;s__Hubramonavirus hubeiense																	
gi|323818332|emb|CACM01011995.1|_40-1302:-	0	1263	QXN75387.1	219	#ERROR!	33.6	425	274	6	4	425	3.27E-62	QXN75387.1 acc|GENBANK|QXN75387.1|GENBANK|MW648481|RNA-dependent RNA polymerase [Grapevine-associated mononega-like virus 3] acc=QXN75387.1 taxid=2814367	VDB	2814367 k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__unclassified Mononegavirales family;g__unclassified Mononegavirales genus;s__Grapevine-associated mononega-like virus 3																	
gi|323818332|emb|CACM01011995.1|_40-1302:-	0	1263	UniRef50_A0A8F5RC80	219	#ERROR!	33.6	425	274	6	4	425	6.44E-60	UniRef50_A0A8F5RC80 RNA-directed RNA polymerase (Fragment) n=2 Tax=unclassified Mononegavirales TaxID=1955138 RepID=A0A8F5RC80_9MONO	UDB	1955138 k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__unclassified Mononegavirales family;g__unclassified Mononegavirales genus;s__unclassified Mononegavirales species																	
gi|323818332|emb|CACM01011995.1|_40-1302:-	372	1263	UNQ75001.1	217	#ERROR!	38.7	297	179	3	132	426	2.53E-61	UNQ75001.1 acc|GENBANK|UNQ75001.1|GENBANK|OM049502|RNA-dependent RNA polymerase [Fusarium oxysporum mymonavirus 1] acc=UNQ75001.1 taxid=2928187 VDB	2928187 k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Mymonaviridae;g__Hubramonavirus;s__Hubramonavirus fusarii																		
gi|323818332|emb|CACM01011995.1|_40-1302:-	0	1263	UniRef50_A0A6B9Q463	199	#ERROR!	32.7	425	274	8	29	446	6.18E-53	UniRef50_A0A6B9Q463 RNA-directed RNA polymerase n=2 Tax=Negarnaviricota TaxID=2497569 RepID=A0A6B9Q463_9MONO	UDB	2497569 k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__unclassified Negarnaviricota class;o__unclassified Negarnaviricota order;f__unclassified Negarnaviricota family;g__unclassified Negarnaviricota genus;s__unclassified Negarnaviricota species																	
gi|323818332|emb|CACM01011995.1|_40-1302:-	0	1263	WGH72987.1	194	#ERROR!	30.2	421	286	5	30	443	3.03E-53	WGH72987.1 acc|GENBANK|WGH72987.1|GENBANK|OQ463848|putative RNA-dependent RNA polymerase [Trichoderma harzianum mononegavirus 2] acc=WGH72987.1 taxid=3032472	VDB	3032472 k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__unclassified Mononegavirales family;g__unclassified Mononegavirales genus;s__Trichoderma harzianum mononegavirus 2																	
gi|323818332|emb|CACM01011995.1|_40-1302:-	0	1263	QJW70355.1	192	#ERROR!	31.8	422	282	6	34	451	7.53E-53	QJW70355.1 acc|GENBANK|QJW70355.1|GENBANK|MN617053|RNA-dependent RNA polymerase [Erysiphe necator associated negative-stranded RNA virus 23] acc=QJW70355.1 taxid=2737068	VDB	2737068 k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Mymonaviridae;g__Plasmopamonavirus;s__Plasmopamonavirus erysiphe																	
gi|323818332|emb|CACM01011995.1|_40-1302:-	330	858	UniRef50_A0A420J5D3	186	#ERROR!	54	176	81	0	4	180	3.39E-54	UniRef50_A0A420J5D3 RdRp catalytic domain-containing protein n=1 Tax=Golovinomyces cichoracearum TaxID=62708 RepID=A0A420J5D3_9PEZI	UDB	62708	k__Eukaryota;K__Fungi;p__Ascomycota;c__Leotiomycetes;o__Erysiphales;f__Erysiphaceae;g__Golovinomyces;s__Golovinomyces cichoracearum																
gi|323818332|emb|CACM01011995.1|_40-1302:-	0	1263	WGH72981.1	184	#ERROR!	31.1	431	273	8	31	448	8.19E-50	WGH72981.1 acc|GENBANK|WGH72981.1|GENBANK|OQ463847|putative RNA-dependent RNA polymerase [Trichoderma harzianum mononegavirus 1] acc=WGH72981.1 taxid=3032471	VDB	3032471 k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__unclassified Mononegavirales family;g__unclassified Mononegavirales genus;s__Trichoderma harzianum mononegavirus 1																	
gi|323818332|emb|CACM01011995.1|_40-1302:-	0	1263	BBI93117.1	176	#ERROR!	28.4	444	285	9	21	455	4.78E-47	BBI93117.1 acc|GENBANK|BBI93117.1|GENBANK|LC466007|large protein [Lentinula edodes negative-strand RNA virus 1] acc=BBI93117.1 taxid=2547430	VDB	2547430 k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Mymonaviridae;g__Lentimonavirus;s__Lentimonavirus lentinulae																	
gi|323818332|emb|CACM01011995.1|_40-1302:-	0	1263	UniRef50_A0A4P2VSI5	176	#ERROR!	28.4	444	285	9	21	455	9.40E-45	UniRef50_A0A4P2VSI5 RNA-directed RNA polymerase n=3 Tax=Orthornavirae TaxID=2732396 RepID=A0A4P2VSI5_9MONO	UDB	2732396 k__Viruses;K__Orthornavirae;p__unclassified Orthornavirae phylum;c__unclassified Orthornavirae class;o__unclassified Orthornavirae order;f__unclassified Orthornavirae family;g__unclassified Orthornavirae genus;s__unclassified Orthornavirae species																	
gi|323818332|emb|CACM01011995.1|_40-1302:-	357	1263	QDH88671.1	175	#ERROR!	33.9	304	194	4	101	400	6.44E-47	QDH88671.1 acc|GENBANK|QDH88671.1|GENBANK|MN034260|RNA-dependent RNA polymerase [H2BulkLitter1223 virus] acc=QDH88671.1 taxid=2847101	VDB	2847101 k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Mymonaviridae;g__Hubramonavirus;s__Hubramonavirus terrae																	
gi|323818332|emb|CACM01011995.1|_40-1302:-	357	1263	UniRef50_A0A514D4X0	175	#ERROR!	33.9	304	194	4	101	400	1.27E-44	UniRef50_A0A514D4X0 RNA-directed RNA polymerase n=1 Tax=Narnavirus sp. TaxID=2587225 RepID=A0A514D4X0_9VIRU	UDB	2587225 k__Viruses;K__Orthornavirae;p__Lenarviricota;c__Amabiliviricetes;o__Wolframvirales;f__Narnaviridae;g__Narnavirus;s__Narnavirus sp.	gi|323864332|emb|CACN01006028.1|_1538-2158:+	0	618	UniRef50_A0A420HMS3	212	#ERROR!	49.5	206	104	0	10	216	2.88E-60	UniRef50_A0A420HMS3 RNA-directed RNA polymerase L n=1 Tax=Golovinomyces cichoracearum TaxID=62708 RepID=A0A420HMS3_9PEZI	UDB	62708	k__Eukaryota;K__Fungi;p__Ascomycota;c__Leotiomycetes;o__Erysiphales;f__Erysiphaceae;g__Golovinomyces;s__Golovinomyces cichoracearum
gi|323821403|emb|CACM01008924.1|_548-1168:+	216	621	UniRef50_A0A420HJV3	196	#ERROR!	71.9	135	38	0	1	136	7.38E-60	UniRef50_A0A420HJV3 Uncharacterized protein (Fragment) n=1 Tax=Golovinomyces cichoracearum TaxID=62708 RepID=A0A420HJV3_9PEZI	UDB	62708	k__Eukaryota;K__Fungi;p__Ascomycota;c__Leotiomycetes;o__Erysiphales;f__Erysiphaceae;g__Golovinomyces;s__Golovinomyces cichoracearum																
gi|323821403|emb|CACM01008924.1|_548-1168:+	318	603	UniRef50_A0A420J5D3	108	#ERROR!	52.6	95	45	0	0	95	1.30E-26	UniRef50_A0A420J5D3 RdRp catalytic domain-containing protein n=1 Tax=Golovinomyces cichoracearum TaxID=62708 RepID=A0A420J5D3_9PEZI	UDB	62708	k__Eukaryota;K__Fungi;p__Ascomycota;c__Leotiomycetes;o__Erysiphales;f__Erysiphaceae;g__Golovinomyces;s__Golovinomyces cichoracearum																
gi|323821403|emb|CACM01008924.1|_548-1168:+	0	195	UniRef50_A0A420HJT7	87.4	#ERROR!	64.6	65	23	0	10	75	2.02E-19	UniRef50_A0A420HJT7 Uncharacterized protein n=1 Tax=Golovinomyces cichoracearum TaxID=62708 RepID=A0A420HJT7_9PEZI	UDB	62708	k__Eukaryota;K__Fungi;p__Ascomycota;c__Leotiomycetes;o__Erysiphales;f__Erysiphaceae;g__Golovinomyces;s__Golovinomyces cichoracearum																
gi|323821403|emb|CACM01008924.1|_548-1168:+	0	621	UniRef50_A0A1L3KMM2	53.1	#ERROR!	24.3	210	156	1	5	2.15E+02	4.21E-05	UniRef50_A0A1L3KMM2 RNA-directed RNA polymerase L n=2 Tax=Hubramonavirus TaxID=2733241 RepID=A0A1L3KMM2_9MONO	UDB	2733241 k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Mymonaviridae;g__Hubramonavirus;s__unclassified Hubramonavirus species																	
gi|323821403|emb|CACM01008924.1|_548-1168:+	0	621	YP_009336595.1	53.1	#ERROR!	24.3	210	156	1	5	215	2.14E-07	YP_009336595.1 acc|REFSEQ|YP_009336595.1|REFSEQ|NC_032783|RNA-dependent RNA polymerase [Hubei rhabdo-like virus 4] acc=YP_009336595.1 taxid=1923188	VDB	1923188 k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Mymonaviridae;g__Hubramonavirus;s__Hubramonavirus hubeiense																	
gi|323821403|emb|CACM01008924.1|_548-1168:+	0	621	UNQ75001.1	46.2	#ERROR!	26.6	218	141	5	5	215	4.52E-05	UNQ75001.1 acc|GENBANK|UNQ75001.1|GENBANK|OM049502|RNA-dependent RNA polymerase [Fusarium oxysporum mymonavirus 1] acc=UNQ75001.1 taxid=2928187 VDB	2928187 k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Mymonaviridae;g__Hubramonavirus;s__Hubramonavirus fusarii																		
gi|323864332|emb|CACN01006028.1|_1538-2158:+	216	621	UniRef50_A0A420HJV3	196	#ERROR!	71.9	135	38	0	1	136	7.38E-60	UniRef50_A0A420HJV3 Uncharacterized protein (Fragment) n=1 Tax=Golovinomyces cichoracearum TaxID=62708 RepID=A0A420HJV3_9PEZI	UDB	62708	k__Eukaryota;K__Fungi;p__Ascomycota;c__Leotiomycetes;o__Erysiphales;f__Erysiphaceae;g__Golovinomyces;s__Golovinomyces cichoracearum																
gi|323864332|emb|CACN01006028.1|_1538-2158:+	318	603	UniRef50_A0A420J5D3	108	#ERROR!	52.6	95	45	0	0	95	1.30E-26	UniRef50_A0A420J5D3 RdRp catalytic domain-containing protein n=1 Tax=Golovinomyces cichoracearum TaxID=62708 RepID=A0A420J5D3_9PEZI	UDB	62708	k__Eukaryota;K__Fungi;p__Ascomycota;c__Leotiomycetes;o__Erysiphales;f__Erysiphaceae;g__Golovinomyces;s__Golovinomyces cichoracearum																
gi|323864332|emb|CACN01006028.1|_1538-2158:+	0	195	UniRef50_A0A420HJT7	87.4	#ERROR!	64.6	65	23	0	10	75	2.02E-19	UniRef50_A0A420HJT7 Uncharacterized protein n=1 Tax=Golovinomyces cichoracearum TaxID=62708 RepID=A0A420HJT7_9PEZI	UDB	62708	k__Eukaryota;K__Fungi;p__Ascomycota;c__Leotiomycetes;o__Erysiphales;f__Erysiphaceae;g__Golovinomyces;s__Golovinomyces cichoracearum																
gi|323864332|emb|CACN01006028.1|_1538-2158:+	0	621	UniRef50_A0A1L3KMM2	53.1	#ERROR!	24.3	210	156	1	5	2.15E+02	4.21E-05	UniRef50_A0A1L3KMM2 RNA-directed RNA polymerase L n=2 Tax=Hubramonavirus TaxID=2733241 RepID=A0A1L3KMM2_9MONO	UDB	2733241 k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Mymonaviridae;g__Hubramonavirus;s__unclassified Hubramonavirus species																	
gi|323864332|emb|CACN01006028.1|_1538-2158:+	0	621	YP_009336595.1	53.1	#ERROR!	24.3	210	156	1	5	215	2.14E-07	YP_009336595.1 acc|REFSEQ|YP_009336595.1|REFSEQ|NC_032783|RNA-dependent RNA polymerase [Hubei rhabdo-like virus 4] acc=YP_009336595.1 taxid=1923188	VDB	1923188 k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Mymonaviridae;g__Hubramonavirus;s__Hubramonavirus hubeiense																	
gi|323864332|emb|CACN01006028.1|_1538-2158:+	0	621	UNQ75001.1	46.2	#ERROR!	26.6	218	141	5	5	215	4.52E-05	UNQ75001.1 acc|GENBANK|UNQ75001.1|GENBANK|OM049502|RNA-dependent RNA polymerase [Fusarium oxysporum mymonavirus 1] acc=UNQ75001.1 taxid=2928187 VDB	2928187 k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Mymonaviridae;g__Hubramonavirus;s__Hubramonavirus fusarii	gi|323821403|emb|CACM01008924.1|_548-1168:+	0	618	UniRef50_A0A420HMS3	212	#ERROR!	49.5	206	104	0	10	216	2.88E-60	UniRef50_A0A420HMS3 RNA-directed RNA polymerase L n=1 Tax=Golovinomyces cichoracearum TaxID=62708 RepID=A0A420HMS3_9PEZI	UDB	62708	k__Eukaryota;K__Fungi;p__Ascomycota;c__Leotiomycetes;o__Erysiphales;f__Erysiphaceae;g__Golovinomyces;s__Golovinomyces cichoracearum	
